report_number,local_case_number,agency_name,acrs_report_type,crash_date_time,route_type,road_name,cross_street_type,cross_street_name,off_road_description,municipality,related_non_motorist,collision_type,weather,surface_condition,light,traffic_control,driver_substance_abuse,non_motorist_substance_abuse,person_id,driver_at_fault,injury_severity,circumstance,driver_distracted_by,drivers_license_state,vehicle_id,vehicle_damage_extent,vehicle_first_impact_location,vehicle_second_impact_location,vehicle_body_type,vehicle_movement,vehicle_continuing_dir,vehicle_going_dir,speed_limit,driverless_vehicle,parked_vehicle,vehicle_year,vehicle_make,vehicle_model,equipment_problems,latitude,longitude,geolocation
MCP2394003V,200035653,Montgomery County Police,Injury Crash,2020-09-11T13:52:00.000,Maryland (State),DARNESTOWN RD,County,DUFIEF DR,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,BFFDE4E6-191D-4EFE-BE52-405AF7ACC635,Yes,SUSPECTED MINOR INJURY,,OTHER DISTRACTION,MD,1D0053E9-D8B0-44C2-AA5F-51C025ED4E80,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,MAKING LEFT TURN,West,North,40,No,No,2008,TOYOTA,HIGHLANDER,NO MISUSE,39.106465,-77.233665,"
,  
(39.106465, -77.233665)"
MCP2394003V,200035653,Montgomery County Police,Injury Crash,2020-09-11T13:52:00.000,Maryland (State),DARNESTOWN RD,County,DUFIEF DR,,,,STRAIGHT MOVEMENT ANGLE,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,D91318EC-CE20-40AE-9653-76B7B7C3D834,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6AE95F7B-84E0-4BA0-91E1-0C0A0D2880CD,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,40,No,No,2003,ACURA,MDX,NO MISUSE,39.106465,-77.233665,"
,  
(39.106465, -77.233665)"
DD56100065,200035645,Rockville Police Departme,Property Damage Crash,2020-09-11T11:54:00.000,Municipality,BLANDFORD ST,Municipality,MT VERNON PL,,ROCKVILLE,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,NO CONTROLS,,,DED238EC-D3AF-42EC-A64F-4B91E782C015,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,FA09AFAE-E3ED-47BA-833A-857B93882A1E,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PICKUP TRUCK,PARKING,North,North,25,No,No,1996,DODGE,TRUCK,UNKNOWN,39.07810167,-77.15058,"
,  
(39.07810167, -77.15058)"
MCP1020005F,200035622,Montgomery County Police,Property Damage Crash,2020-09-11T10:39:00.000,Maryland (State),GERMANTOWN RD,County,DAWSON FARM RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,55881839-BE85-42B3-9660-D2CF99B135D8,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,428688E5-2E2D-424A-94C5-F09650AEFA7C,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,North,East,30,No,No,2009,FORD,FUSION,NO MISUSE,39.17135833,-77.27766167,"
,  
(39.17135833, -77.27766167)"
MCP1020005F,200035622,Montgomery County Police,Property Damage Crash,2020-09-11T10:39:00.000,Maryland (State),GERMANTOWN RD,County,DAWSON FARM RD,,,,STRAIGHT MOVEMENT ANGLE,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,D14AB317-6C30-4EAA-A885-F9DB39705F3F,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,58851DCA-0D5E-40B9-B512-6DC1DE6E1A1E,SUPERFICIAL,FIVE OCLOCK,FOUR OCLOCK,VAN,MOVING CONSTANT SPEED,South,South,40,No,No,2014,TOYT,SIENNA,NO MISUSE,39.17135833,-77.27766167,"
,  
(39.17135833, -77.27766167)"
MCP3055002M,200035623,Montgomery County Police,Property Damage Crash,2020-09-11T09:44:00.000,,,,,5544 NORBECK RD IN PARKING LOT,,,OTHER,CLOUDY,,DAYLIGHT,,,,4556DA6D-3C2F-41ED-AE55-11157481D527,Yes,NO APPARENT INJURY,,NOT DISTRACTED,MD,879E5FBE-EFFD-429D-9527-46990DCFAF32,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,PARKING,South,South,15,No,No,2012,FORD,EXPLORER,NO MISUSE,39.09432333,-77.11201167,"
,  
(39.09432333, -77.11201167)"
MCP2456004V,200035615,Montgomery County Police,Property Damage Crash,2020-09-11T09:35:00.000,Maryland (State),PINEY BRANCH RD,Maryland (State),UNIVERSITY BLVD E,,,,SINGLE VEHICLE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,5BD964E0-B2EA-4C5F-B66C-2BEA0FE979CA,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,A4805D67-7C85-466D-9E45-2DAC29609B0A,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,POLICE VEHICLE/NON EMERGENCY,BACKING,South,South,30,No,No,2019,DODG,CHARGER,,38.99929667,-76.995795,"
,  
(38.99929667, -76.995795)"
MCP243600BF,200035613,Montgomery County Police,Property Damage Crash,2020-09-11T09:15:00.000,Maryland (State),PINEY BRANCH RD,Maryland (State),UNIVERSITY BLVD E,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,03FAFE6C-4B73-4F39-9D1C-CE4D0F9EB614,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,9639FA92-66E2-4EC0-B3D2-988AB37AEAEB,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,35,No,No,2012,HONDA,ACCORD,NO MISUSE,38.99942833,-76.99582667,"
,  
(38.99942833, -76.99582667)"
MCP243600BF,200035613,Montgomery County Police,Property Damage Crash,2020-09-11T09:15:00.000,Maryland (State),PINEY BRANCH RD,Maryland (State),UNIVERSITY BLVD E,,,,SAME DIR REAR END,CLEAR,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,CEF47317-C7E2-4E42-B455-2DF01FEB75C7,Yes,NO APPARENT INJURY,,UNKNOWN,MD,0D63A697-2EFD-4337-A3EC-668F4FCFF104,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,TRANSIT BUS,STARTING FROM LANE,North,North,35,No,No,2013,GILLIG,BUS,NO MISUSE,38.99942833,-76.99582667,"
,  
(38.99942833, -76.99582667)"
MCP3257000S,200035612,Montgomery County Police,Injury Crash,2020-09-11T08:50:00.000,County,ROCK SPRING DR,Maryland (State),OLD GEORGETOWN RD,,,BICYCLIST,OTHER,CLEAR,DRY,DAYLIGHT,STOP SIGN,,,64D68988-1442-46F7-A983-5D4A50894BCA,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,6A65E2B0-C912-470F-887A-5C22BAA6BCC1,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING RIGHT TURN,East,South,30,No,No,2016,HONDA,CIVIC,NO MISUSE,39.02669833,-77.12793,"
,  
(39.02669833, -77.12793)"
MCP3264000K,200035606,Montgomery County Police,Injury Crash,2020-09-11T08:02:00.000,Maryland (State),NEW HAMPSHIRE AVE,Unknown,MAHAN RD,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,161C5E76-2616-4BE4-8B5B-A038809431A1,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,78AF3989-5E74-4BED-9A95-0725D56D15F1,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,South,South,40,No,No,2014,KIA,4S,NO MISUSE,39.03289833,-76.98595667,"
,  
(39.03289833, -76.98595667)"
MCP3264000K,200035606,Montgomery County Police,Injury Crash,2020-09-11T08:02:00.000,Maryland (State),NEW HAMPSHIRE AVE,Unknown,MAHAN RD,,,,SAME DIR REAR END,CLOUDY,DRY,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,4121FD0A-64D8-4101-8880-C8415D6AF8E0,No,POSSIBLE INJURY,,NOT DISTRACTED,MD,575B88AE-8DDA-44FF-A795-8509A70C9829,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,40,No,No,2009,TOYOTA,CORROLA,NO MISUSE,39.03289833,-76.98595667,"
,  
(39.03289833, -76.98595667)"
MCP28460066,200035680,Montgomery County Police,Property Damage Crash,2020-09-11T07:50:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,POWDER MILL RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,UNKNOWN,,FE5FF1C5-E603-49C4-B106-CD7E6EEE92F9,Yes,NO APPARENT INJURY,,INATTENTIVE OR LOST IN THOUGHT,,1BE9A0A3-D546-4381-BA78-9364ACBA2722,UNKNOWN,UNKNOWN,UNKNOWN,PASSENGER CAR,CHANGING LANES,South,South,35,No,No,2015,FORD,TK,UNKNOWN,39.02216268,-76.97724685,"
,  
(39.02216268, -76.97724685)"
MCP28460066,200035680,Montgomery County Police,Property Damage Crash,2020-09-11T07:50:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,POWDER MILL RD,,,,SAME DIRECTION SIDESWIPE,CLEAR,DRY,DAYLIGHT,NO CONTROLS,NONE DETECTED,,DFD23179-9CF5-4706-8935-0234B66E8BCB,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,897A7E51-9F9F-440F-AF49-33A3EFCF999F,FUNCTIONAL,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2015,VOLK,4D,NO MISUSE,39.02216268,-76.97724685,"
,  
(39.02216268, -76.97724685)"
MCP2748001P,200035592,Montgomery County Police,Property Damage Crash,2020-09-10T23:43:00.000,County,NICHOLSON LA,County,NEBEL ST,,,,SINGLE VEHICLE,,,DARK LIGHTS ON,,NONE DETECTED,,F65750E7-1CE0-4610-B5C1-0219FDEFB5CF,Yes,NO APPARENT INJURY,,OTHER DISTRACTION,MD,507861C7-3E28-4CF6-AA01-10955D6AA1F6,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,ACCELERATING,East,East,35,No,No,2018,VOLK,GOLF,NO MISUSE,39.0487945,-77.1017495,"
,  
(39.0487945, -77.1017495)"
DD5646000B,200036818,Rockville Police Departme,Property Damage Crash,2020-09-10T23:27:00.000,Municipality,CRAWFORD DR,Municipality,CLAGETT DR,,ROCKVILLE,,OPPOSITE DIRECTION SIDESWIPE,CLEAR,DRY,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,A88AF7DD-6242-4E18-992C-88230DF35990,Yes,NO APPARENT INJURY,,UNKNOWN,,D316F6BC-5DC1-428D-B9D4-0CEC4569F2FD,DESTROYED,TWELVE OCLOCK,TWELVE OCLOCK,MOTORCYCLE,MOVING CONSTANT SPEED,East,East,25,No,No,2020,KAWASAKI,SPORT,UNKNOWN,39.076521500000005,-77.12811692,"
,  
(39.0765215, -77.12811692)"
MCP27200051,200035588,Montgomery County Police,Property Damage Crash,2020-09-10T22:59:00.000,County,VANDALIA DR,County,JOPLIN DR,,,,SAME DIR REAR END,CLEAR,WET,DARK LIGHTS ON,NO CONTROLS,UNKNOWN,,5592882D-FEBA-4AE2-A0E7-EA8764FC889A,Yes,NO APPARENT INJURY,,UNKNOWN,,A68786D2-BF79-4106-8438-2EC1CDA7FA59,DISABLING,ONE OCLOCK,ONE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,25,No,No,2006,HONDA,ODYSSEY,UNKNOWN,39.076625,-77.08473667,"
,  
(39.076625, -77.08473667)"
MCP31140020,200035568,Montgomery County Police,Property Damage Crash,2020-09-10T19:58:00.000,US (State),COLUMBIA PIKE,County,FAIRLAND RD,,,,SAME DIR REAR END,CLEAR,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,E522C73F-94C9-40FD-8990-6F70ABBBA6BD,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,AE1A1684-15EB-44BA-A53F-B7623FEB3BD4,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,50,No,No,2015,HOND,ODYSSEY,,39.07212533,-76.95624583,"
,  
(39.07212533, -76.95624583)"
MCP31140020,200035568,Montgomery County Police,Property Damage Crash,2020-09-10T19:58:00.000,US (State),COLUMBIA PIKE,County,FAIRLAND RD,,,,SAME DIR REAR END,CLEAR,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,6CF143C3-4C44-45B9-8077-6431870D0899,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,AA33F987-DBAC-4E1D-BF38-017CD1E9A23E,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,North,North,50,No,No,2014,TOYOTA,CAMRY,,39.07212533,-76.95624583,"
,  
(39.07212533, -76.95624583)"
MCP31140020,200035568,Montgomery County Police,Property Damage Crash,2020-09-10T19:58:00.000,US (State),COLUMBIA PIKE,County,FAIRLAND RD,,,,SAME DIR REAR END,CLEAR,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,5E37C588-AA24-48AE-A0AF-BD3F5D69B35F,Yes,NO APPARENT INJURY,"N/A, WET",TALKING OR LISTENING TO CELLULAR PHONE,MD,1844AEE3-4181-4305-BFA6-7DF902B9EC8B,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,50,No,No,2014,KIA,SOUL,,39.07212533,-76.95624583,"
,  
(39.07212533, -76.95624583)"
MCP3244000L,200035567,Montgomery County Police,Injury Crash,2020-09-10T19:47:00.000,County,BRIGGS CHANEY RD,County,OLD COLUMBIA PIKE,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,F79CF0C1-F8FD-42BB-A473-06D2F8D598B5,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,8FFEBF9F-6251-4B45-814B-26BD29D1D7AF,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,East,South,35,No,No,2002,HONDA,CRV,NO MISUSE,39.084143,-76.95115433,"
,  
(39.084143, -76.95115433)"
MCP3244000L,200035567,Montgomery County Police,Injury Crash,2020-09-10T19:47:00.000,County,BRIGGS CHANEY RD,County,OLD COLUMBIA PIKE,,,,STRAIGHT MOVEMENT ANGLE,RAINING,WET,DARK LIGHTS ON,TRAFFIC SIGNAL,NONE DETECTED,,C492975B-21CA-4DEE-8C67-1D6CBA6C6B25,No,POSSIBLE INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,047181FE-967F-40E3-8DD2-95BD02480E54,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,East,East,35,No,No,2015,INFINITI,Q50,NO MISUSE,39.084143,-76.95115433,"
,  
(39.084143, -76.95115433)"
MCP229800RW,200035559,Montgomery County Police,Property Damage Crash,2020-09-10T18:10:00.000,Maryland (State),FREDERICK RD,County,WHEATFIELD DR,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FED34346-DD73-4174-8BB9-2C8E8A49EC89,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,A9E5CF59-5BB9-457F-8CAB-178F37E16F86,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,CHANGING LANES,North,North,40,No,No,2020,TOYOTA,CAMRY,NO MISUSE,39.16786645,-77.23022354,"
,  
(39.16786645, -77.23022354)"
MCP229800RW,200035559,Montgomery County Police,Property Damage Crash,2020-09-10T18:10:00.000,Maryland (State),FREDERICK RD,County,WHEATFIELD DR,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,E8FF09CA-BC69-4E3D-9EF3-025E138E6912,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,BC378A5D-3EB0-4204-9094-72CE7EEC247A,DISABLING,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,East,North,40,No,No,2013,ACUR,TSX,NO MISUSE,39.16786645,-77.23022354,"
,  
(39.16786645, -77.23022354)"
MCP3078003H,200035560,Montgomery County Police,Property Damage Crash,2020-09-10T17:55:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,MIDLAND RD,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,1CF97613-C603-4BE8-8E6F-42309701DCC3,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,VA,E2EE1DB3-E808-414B-9040-E0D966EDB029,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2012,TOYOTA,CAMRY,,39.07759667,-77.00138333,"
,  
(39.07759667, -77.00138333)"
MCP3078003H,200035560,Montgomery County Police,Property Damage Crash,2020-09-10T17:55:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,MIDLAND RD,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,4356838A-1D88-4D8D-8E4E-42DA57445107,Yes,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,VA,926DCCA3-EAFE-474A-A900-8918877FE1F2,FUNCTIONAL,SEVEN OCLOCK,SEVEN OCLOCK,PASSENGER CAR,CHANGING LANES,West,West,35,No,No,2014,SUBA,OUTBACK,NO MISUSE,39.07759667,-77.00138333,"
,  
(39.07759667, -77.00138333)"
MCP2799005X,200035540,Montgomery County Police,Injury Crash,2020-09-10T17:10:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,COPLEY LA,,,,SAME DIRECTION RIGHT TURN,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FAA18BF8-7E81-4188-9848-4A10A9AF62EE,No,SUSPECTED MINOR INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,B5643BD3-1FE1-4F07-A0A6-9C62C539E276,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,POLICE VEHICLE/NON EMERGENCY,MOVING CONSTANT SPEED,North,North,45,No,No,2012,DODGE,CHARGER,NO MISUSE,39.07832,-77.001375,"
,  
(39.07832, -77.001375)"
MCP2799005X,200035540,Montgomery County Police,Injury Crash,2020-09-10T17:10:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,COPLEY LA,,,,SAME DIRECTION RIGHT TURN,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,7608D9AF-AD86-4779-8809-5D3E79174EA9,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",LOOKED BUT DID NOT SEE,MD,631CC810-107E-4695-A455-3D6015C89760,SUPERFICIAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,CHANGING LANES,North,North,45,No,No,2015,HONDA,CIVIC,NO MISUSE,39.07832,-77.001375,"
,  
(39.07832, -77.001375)"
DD5604003M,200036395,Rockville Police Departme,Property Damage Crash,2020-09-10T17:10:00.000,,,,,"DRIVEWAY OF 507 BRADFORD DRIVE ROCKVILLE MD, 20850",,,SINGLE VEHICLE,CLEAR,,DAYLIGHT,NO CONTROLS,NONE DETECTED,,142DAC43-802A-4A11-9D32-D2BD44728732,Yes,NO APPARENT INJURY,,LOOKED BUT DID NOT SEE,MD,E5A96499-97F5-44B8-A427-7D4DEEC00301,SUPERFICIAL,ROOF TOP,ROOF TOP,PASSENGER CAR,BACKING,Unknown,Unknown,5,No,No,2017,FORD,F350,NO MISUSE,39.09546198,-77.16108173,"
,  
(39.09546198, -77.16108173)"
MCP32560008,200035543,Montgomery County Police,Property Damage Crash,2020-09-10T17:08:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,DILSTON RD,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,BA11413A-59A7-4B9E-8507-701BD664C2E1,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,DC,5F49E93B-C0ED-4808-B012-F5671F1D9F84,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,STOPPED IN TRAFFIC LANE,South,South,40,No,No,2015,AUDI,A6,NO MISUSE,39.01147391,-76.97901525,"
,  
(39.01147391, -76.97901525)"
MCP32560008,200035543,Montgomery County Police,Property Damage Crash,2020-09-10T17:08:00.000,Maryland (State),NEW HAMPSHIRE AVE,County,DILSTON RD,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,8B38FFE3-B2FA-49DD-A3E1-B42B15EB26FC,Yes,NO APPARENT INJURY,"N/A, WET",LOOKED BUT DID NOT SEE,MD,A38B218F-6DE2-4AA2-89B9-59BA859CE91A,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,South,South,40,No,No,2007,NISSAN,ALTIMA,NO MISUSE,39.01147391,-76.97901525,"
,  
(39.01147391, -76.97901525)"
MCP229800RT,200035544,Montgomery County Police,Property Damage Crash,2020-09-10T16:53:00.000,County,MIDDLEBROOK RD,Unknown,WHITESADDLE DR,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,3E6146D1-F901-4F3D-B16C-3B512C324445,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,5B12564B-AEC4-4D87-8B14-D3566927ED35,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,West,40,No,No,2010,TOYOTA,SCION,NO MISUSE,39.17490667,-77.25952833,"
,  
(39.17490667, -77.25952833)"
MCP229800RT,200035544,Montgomery County Police,Property Damage Crash,2020-09-10T16:53:00.000,County,MIDDLEBROOK RD,Unknown,WHITESADDLE DR,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,2EA3FA19-10FF-4092-A0A1-0F5DE3FB3A8C,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,50966515-94D2-42A9-9166-48DA60B26216,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,SLOWING OR STOPPING,West,West,40,No,No,2018,DODGE,CHARGER,NO MISUSE,39.17490667,-77.25952833,"
,  
(39.17490667, -77.25952833)"
MCP30510047,200035534,Montgomery County Police,Property Damage Crash,2020-09-10T16:30:00.000,County,ROCKLEDGE DR,Unknown,CROSSOVER,,,,SAME DIRECTION LEFT TURN,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,49B8EDB1-98F5-46B2-9EA7-1E180A9C92F7,No,NO APPARENT INJURY,"N/A, WET",NOT DISTRACTED,MD,D5C25220-AB7E-4738-AA7B-340FCE20CFA4,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,25,No,No,2014,TOYOTA,RAV 4,NO MISUSE,39.03161833,-77.13174167,"
,  
(39.03161833, -77.13174167)"
MCP30510047,200035534,Montgomery County Police,Property Damage Crash,2020-09-10T16:30:00.000,County,ROCKLEDGE DR,Unknown,CROSSOVER,,,,SAME DIRECTION LEFT TURN,CLEAR,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,39A1F6CA-7D2E-4AB0-8490-8E9CEBEF6FF5,Yes,NO APPARENT INJURY,"N/A, WET",UNKNOWN,MD,A451ADDA-DAB2-4F89-9C1B-99895EF18987,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MAKING LEFT TURN,South,West,25,No,No,1999,HONDA,ACCORD,NO MISUSE,39.03161833,-77.13174167,"
,  
(39.03161833, -77.13174167)"
MCP3268000C,200035528,Montgomery County Police,Injury Crash,2020-09-10T16:20:00.000,Maryland (State),GEORGIA AVE,County,FLORA LA,,,,STRAIGHT MOVEMENT ANGLE,,WET,DAYLIGHT,NO CONTROLS,NONE DETECTED,,FF8CD8C7-1BBC-4171-9E03-5C8EC6AF68AF,Yes,SUSPECTED SERIOUS INJURY,,NOT DISTRACTED,MD,5D9B7C8B-F83A-4ABA-A98A-FFD916D019DC,DISABLING,ELEVEN OCLOCK,ELEVEN OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,West,35,No,No,2013,HONDA,CRV,,39.01129883,-77.04125183,"
,  
(39.01129883, -77.04125183)"
MCP3268000C,200035528,Montgomery County Police,Injury Crash,2020-09-10T16:20:00.000,Maryland (State),GEORGIA AVE,County,FLORA LA,,,,STRAIGHT MOVEMENT ANGLE,,WET,DAYLIGHT,NO CONTROLS,,,E70EDCF6-D4FE-44DC-B95F-15FCFB46E600,No,NO APPARENT INJURY,,NOT DISTRACTED,MD,A8D9CB1C-DAD5-4C94-8258-1CAE4084EDA1,FUNCTIONAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,North,North,35,No,No,2017,HYUN,ELANTRA,NO MISUSE,39.01129883,-77.04125183,"
,  
(39.01129883, -77.04125183)"
MCP3268000D,200035524,Montgomery County Police,Property Damage Crash,2020-09-10T16:06:00.000,Maryland (State),GEORGIA AVE,Maryland (State),16TH ST,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,,,,C024AD21-FCF9-43CB-90DF-4A47F5FA1EB4,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,5156A130-5EBC-4F01-8B80-99EC2F260159,FUNCTIONAL,SIX OCLOCK,SIX OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,2020,SUBARU,FORESTER,NO MISUSE,39.00796041,-77.03993568,"
,  
(39.00796041, -77.03993568)"
MCP3268000D,200035524,Montgomery County Police,Property Damage Crash,2020-09-10T16:06:00.000,Maryland (State),GEORGIA AVE,Maryland (State),16TH ST,,,,SAME DIR REAR END,RAINING,WET,DAYLIGHT,,,,E460366C-001A-456F-9C7A-31113C211C0D,Yes,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,XX,414F38D8-EB7E-4D78-B686-75D0CC2F8C5F,SUPERFICIAL,TWELVE OCLOCK,TWELVE OCLOCK,PASSENGER CAR,MOVING CONSTANT SPEED,South,South,35,No,No,1993,HONDA,VST/2D,NO MISUSE,39.00796041,-77.03993568,"
,  
(39.00796041, -77.03993568)"
MCP229800RR,200035526,Montgomery County Police,Property Damage Crash,2020-09-10T16:00:00.000,County,MIDDLEBROOK RD,County,CENTURY BLVD,,,,HEAD ON LEFT TURN,RAINING,WET,DAYLIGHT,TRAFFIC SIGNAL,NONE DETECTED,,705BDC75-9331-4C7F-82CE-443F915E532D,No,NO APPARENT INJURY,"RAIN, SNOW, WET",NOT DISTRACTED,MD,B51E90EE-A56F-4F2F-9B1D-F4711CB00CFA,DISABLING,TWELVE OCLOCK,TWELVE OCLOCK,(SPORT) UTILITY VEHICLE,MOVING CONSTANT SPEED,East,East,40,No,No,2009,TOYOTA,COROLLA,NO MISUSE,39.18007,-77.2686,"
,  
(39.18007, -77.2686)"
